id;filial;titulo;conta;valor_nf;Valor Oficial;observacao;credor_forn_cli_func;Dados auxiliares;data_nf;data_pagamento;Sistema;Origem
6697;G3S PRUDENTE;CTE-13475;FRETE DE COLETA;2254.0;-2254; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;13475-1/57;2026-03-23;NAO PAGO;SAGI;Saídas (Aplicações)
6998;G3S PRUDENTE;CTE-13476;FRETE DE COLETA;2754.0;-2754; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;13476-1/57;2026-03-23;NAO PAGO;SAGI;Saídas (Aplicações)
6693;G3S PRUDENTE;CTE-13477;FRETE DE COLETA;2737.0;-2737; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;13477-1/57;2026-03-23;NAO PAGO;SAGI;Saídas (Aplicações)
6703;G3S PRUDENTE;CTE-13478;FRETE DE COLETA;2686.0;-2686; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;13478-1/57;2026-03-23;NAO PAGO;SAGI;Saídas (Aplicações)
6702;G3S PRUDENTE;CTE-13479;FRETE DE COLETA;840.0;-840; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;13479-1/57;2026-03-23;NAO PAGO;SAGI;Saídas (Aplicações)
6999;G3S PRUDENTE;CTE-13480;FRETE DE COLETA;2338.0;-2338; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;13480-1/57;2026-03-23;NAO PAGO;SAGI;Saídas (Aplicações)
6691;G3S PRUDENTE;CTE-13481;FRETE DE COLETA;1890.0;-1890; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;13481-1/57;2026-03-23;NAO PAGO;SAGI;Saídas (Aplicações)
6684;G3S LONDRINA;CTE-220;TRANSPORTE DE SUCATA;7945.6;-7945.6; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;220-2/57;2026-03-23;2026-04-01;SAGI;Saídas (Aplicações)
8248;G3S PRUDENTE;CTE-889;TRANSPORTE DE SUCATA;600.0;-600; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;889-1/57;2026-03-23;NAO PAGO;SAGI;Saídas (Aplicações)
8249;G3S PRUDENTE;CTE-890;TRANSPORTE DE SUCATA;600.0;-600; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;890-1/57;2026-03-23;NAO PAGO;SAGI;Saídas (Aplicações)
8257;G3S PRUDENTE;CTE-891;TRANSPORTE DE SUCATA;10958.2;-10958.2; CTE 891 -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;891-1/57;2026-03-24;NAO PAGO;SAGI;Saídas (Aplicações)
8258;G3S PRUDENTE;CTE-892;TRANSPORTE DE SUCATA;600.0;-600; CTE 892 -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;892-1/57;2026-03-24;NAO PAGO;SAGI;Saídas (Aplicações)
6692;G3S PRUDENTE;CTE-13483;FRETE DE COLETA;714.0;-714; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;13483-1/57;2026-03-25;NAO PAGO;SAGI;Saídas (Aplicações)
6690;G3S PRUDENTE;CTE-13484;FRETE DE COLETA;2244.0;-2244; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;13484-1/57;2026-03-25;NAO PAGO;SAGI;Saídas (Aplicações)
6696;G3S PRUDENTE;CTE-13485;FRETE DE COLETA;102.0;-102; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;13485-1/57;2026-03-25;NAO PAGO;SAGI;Saídas (Aplicações)
6695;G3S PRUDENTE;CTE-13486;FRETE DE COLETA;2720.0;-2720; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;13486-1/57;2026-03-25;NAO PAGO;SAGI;Saídas (Aplicações)
6689;G3S PRUDENTE;CTE-13487;FRETE DE COLETA;5015.0;-5015; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;13487-1/57;2026-03-25;NAO PAGO;SAGI;Saídas (Aplicações)
7000;G3S PRUDENTE;CTE-13488;FRETE DE COLETA;1043.8;-1043.8; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;13488-1/57;2026-03-25;NAO PAGO;SAGI;Saídas (Aplicações)
6694;G3S PRUDENTE;CTE-13489;FRETE DE COLETA;3600.6;-3600.6; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;13489-1/57;2026-03-25;NAO PAGO;SAGI;Saídas (Aplicações)
6688;G3S PRUDENTE;CTE-13490;FRETE DE COLETA;1128.8;-1128.8; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;13490-1/57;2026-03-25;NAO PAGO;SAGI;Saídas (Aplicações)
6687;G3S PRUDENTE;CTE-13491;FRETE DE COLETA;102.0;-102; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;13491-1/57;2026-03-25;NAO PAGO;SAGI;Saídas (Aplicações)
6686;G3S PRUDENTE;CTE-13492;FRETE DE COLETA;3442.5;-3442.5; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;13492-1/57;2026-03-25;NAO PAGO;SAGI;Saídas (Aplicações)
7215;G3S PRUDENTE;CTE-13493;FRETE DE COLETA;725.9;-725.9; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;13493-1/57;2026-03-25;NAO PAGO;SAGI;Saídas (Aplicações)
7189;G3S PRUDENTE;CTE-13494;FRETE DE COLETA;680.0;-680; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;13494-1/57;2026-03-25;NAO PAGO;SAGI;Saídas (Aplicações)
8250;G3S PRUDENTE;CTE-893;TRANSPORTE DE SUCATA;13056.0;-13056; CTE 893 -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;893-1/57;2026-03-25;NAO PAGO;SAGI;Saídas (Aplicações)
8251;G3S PRUDENTE;CTE-894;TRANSPORTE DE SUCATA;13725.8;-13725.8; CTE 894 -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;894-1/57;2026-03-25;NAO PAGO;SAGI;Saídas (Aplicações)
8252;G3S PRUDENTE;CTE-895;TRANSPORTE DE SUCATA;10448.2;-10448.2; CTE 895 -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;895-1/57;2026-03-25;NAO PAGO;SAGI;Saídas (Aplicações)
8253;G3S PRUDENTE;CTE-896;TRANSPORTE DE SUCATA;10890.2;-10890.2; CTE 896 -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;896-1/57;2026-03-25;NAO PAGO;SAGI;Saídas (Aplicações)
8254;G3S PRUDENTE;CTE-897;TRANSPORTE DE SUCATA;4555.0;-4555; CTE 897 -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;897-1/57;2026-03-25;NAO PAGO;SAGI;Saídas (Aplicações)
8255;G3S PRUDENTE;CTE-898;TRANSPORTE DE SUCATA;10648.8;-10648.8; CTE 898 -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;898-1/57;2026-03-26;NAO PAGO;SAGI;Saídas (Aplicações)
6699;G3S PRUDENTE;CTE-13495;FRETE DE COLETA;2771.0;-2771; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;13495-1/57;2026-03-27;NAO PAGO;SAGI;Saídas (Aplicações)
6705;G3S PRUDENTE;CTE-13497;FRETE DE COLETA;2788.0;-2788; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;13497-1/57;2026-03-27;NAO PAGO;SAGI;Saídas (Aplicações)
7001;G3S PRUDENTE;CTE-13498;FRETE DE COLETA;2788.0;-2788; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;13498-1/57;2026-03-27;NAO PAGO;SAGI;Saídas (Aplicações)
7002;G3S PRUDENTE;CTE-13499;FRETE DE COLETA;1293.7;-1293.7; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;13499-1/57;2026-03-27;NAO PAGO;SAGI;Saídas (Aplicações)
7003;G3S PRUDENTE;CTE-13500;FRETE DE COLETA;2655.4;-2655.4; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;13500-1/57;2026-03-27;NAO PAGO;SAGI;Saídas (Aplicações)
7004;G3S PRUDENTE;CTE-13502;FRETE DE COLETA;2278.0;-2278; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;13502-1/57;2026-03-27;NAO PAGO;SAGI;Saídas (Aplicações)
7005;G3S PRUDENTE;CTE-13504;FRETE DE COLETA;2788.0;-2788; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;13504-1/57;2026-03-27;NAO PAGO;SAGI;Saídas (Aplicações)
7006;G3S PRUDENTE;CTE-13505;FRETE DE COLETA;2686.0;-2686; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;13505-1/57;2026-03-27;NAO PAGO;SAGI;Saídas (Aplicações)
8260;G3S CAMPO GRANDE;CTE-174;TRANSPORTE DE SUCATA;12604.8;-12604.8; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;174-3/57;2026-03-27;NAO PAGO;SAGI;Saídas (Aplicações)
8259;G3S CAMPO GRANDE;CTE-175;TRANSPORTE DE SUCATA;11801.4;-11801.4; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;175-3/57;2026-03-27;NAO PAGO;SAGI;Saídas (Aplicações)
8273;G3S CAMPO GRANDE;CTE-239;TRANSPORTE DE SUCATA;9342.0;-9342; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;239-2/57;2026-03-27;NAO PAGO;SAGI;Saídas (Aplicações)
8261;G3S CAMPO GRANDE;CTE-240;TRANSPORTE DE SUCATA;8100.0;-8100; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;240-2/57;2026-03-27;NAO PAGO;SAGI;Saídas (Aplicações)
8262;G3S CAMPO GRANDE;CTE-241;TRANSPORTE DE SUCATA;8100.0;-8100; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;241-2/57;2026-03-27;NAO PAGO;SAGI;Saídas (Aplicações)
8256;G3S PRUDENTE;CTE-899;TRANSPORTE DE SUCATA;11852.4;-11852.4; CTE 899 -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;899-1/57;2026-03-27;NAO PAGO;SAGI;Saídas (Aplicações)
8263;G3S PRUDENTE;CTE-900;TRANSPORTE DE SUCATA;10920.8;-10920.8; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;900-1/57;2026-03-27;NAO PAGO;SAGI;Saídas (Aplicações)
8264;G3S PRUDENTE;CTE-901;TRANSPORTE DE SUCATA;10880.0;-10880; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;901-1/57;2026-03-27;NAO PAGO;SAGI;Saídas (Aplicações)
8265;G3S PRUDENTE;CTE-902;TRANSPORTE DE SUCATA;10880.0;-10880; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;902-1/57;2026-03-27;NAO PAGO;SAGI;Saídas (Aplicações)
8266;G3S PRUDENTE;CTE-903;TRANSPORTE DE SUCATA;10880.0;-10880; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;903-1/57;2026-03-27;NAO PAGO;SAGI;Saídas (Aplicações)
6396;G3S MARINGA;CTE-5258;FRETE DE COLETA;686.0;-686; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;5258-2/57;2026-03-28;NAO PAGO;SAGI;Saídas (Aplicações)
6736;G3S MARINGA;CTE-5259;FRETE DE COLETA;560.0;-560; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;5259-2/57;2026-03-28;NAO PAGO;SAGI;Saídas (Aplicações)
6737;G3S MARINGA;CTE-5260;FRETE DE COLETA;392.0;-392; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;5260-2/57;2026-03-28;NAO PAGO;SAGI;Saídas (Aplicações)
6738;G3S MARINGA;CTE-5261;FRETE DE COLETA;420.0;-420; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;5261-2/57;2026-03-28;NAO PAGO;SAGI;Saídas (Aplicações)
6758;G3S MARINGA;CTE-5262;FRETE DE COLETA;2016.0;-2016; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;5262-2/57;2026-03-28;NAO PAGO;SAGI;Saídas (Aplicações)
6753;G3S MARINGA;CTE-5263;FRETE DE COLETA;812.0;-812; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;5263-2/57;2026-03-28;NAO PAGO;SAGI;Saídas (Aplicações)
6754;G3S MARINGA;CTE-5264;FRETE DE COLETA;70.0;-70; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;5264-2/57;2026-03-28;NAO PAGO;SAGI;Saídas (Aplicações)
6767;G3S MARINGA;CTE-5265;FRETE DE COLETA;686.0;-686; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;5265-2/57;2026-03-28;NAO PAGO;SAGI;Saídas (Aplicações)
6755;G3S MARINGA;CTE-5266;FRETE DE COLETA;182.0;-182; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;5266-2/57;2026-03-28;NAO PAGO;SAGI;Saídas (Aplicações)
6756;G3S MARINGA;CTE-5267;FRETE DE COLETA;1862.0;-1862; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;5267-2/57;2026-03-28;NAO PAGO;SAGI;Saídas (Aplicações)
6757;G3S MARINGA;CTE-5268;FRETE DE COLETA;602.0;-602; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;5268-2/57;2026-03-28;NAO PAGO;SAGI;Saídas (Aplicações)
6768;G3S MARINGA;CTE-5269;FRETE DE COLETA;588.0;-588; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;5269-2/57;2026-03-28;NAO PAGO;SAGI;Saídas (Aplicações)
6824;G3S MARINGA;CTE-5270;FRETE DE COLETA;126.0;-126; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;5270-2/57;2026-03-28;NAO PAGO;SAGI;Saídas (Aplicações)
6825;G3S MARINGA;CTE-5271;FRETE DE COLETA;1666.0;-1666; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;5271-2/57;2026-03-28;NAO PAGO;SAGI;Saídas (Aplicações)
6826;G3S MARINGA;CTE-5272;FRETE DE COLETA;1666.0;-1666; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;5272-2/57;2026-03-28;NAO PAGO;SAGI;Saídas (Aplicações)
8286;G3S LONDRINA;CTE-5273;FRETE DE COLETA;17.0;-17; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;5273-2/57;2026-03-28;NAO PAGO;SAGI;Saídas (Aplicações)
6827;G3S MARINGA;CTE-5274;FRETE DE COLETA;924.0;-924; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;5274-2/57;2026-03-28;NAO PAGO;SAGI;Saídas (Aplicações)
6828;G3S MARINGA;CTE-5275;FRETE DE COLETA;1988.0;-1988; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;5275-2/57;2026-03-28;NAO PAGO;SAGI;Saídas (Aplicações)
6830;G3S MARINGA;CTE-5276;FRETE DE COLETA;272.0;-272; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;5276-2/57;2026-03-28;NAO PAGO;SAGI;Saídas (Aplicações)
6831;G3S MARINGA;CTE-5277;FRETE DE COLETA;2108.0;-2108; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;5277-2/57;2026-03-28;NAO PAGO;SAGI;Saídas (Aplicações)
6833;G3S MARINGA;CTE-5278;FRETE DE COLETA;323.0;-323; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;5278-2/57;2026-03-28;NAO PAGO;SAGI;Saídas (Aplicações)
6834;G3S MARINGA;CTE-5279;FRETE DE COLETA;2754.0;-2754; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;5279-2/57;2026-03-28;NAO PAGO;SAGI;Saídas (Aplicações)
6835;G3S MARINGA;CTE-5280;FRETE DE COLETA;1581.0;-1581; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;5280-2/57;2026-03-28;NAO PAGO;SAGI;Saídas (Aplicações)
6836;G3S MARINGA;CTE-5281;FRETE DE COLETA;357.0;-357; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;5281-2/57;2026-03-28;NAO PAGO;SAGI;Saídas (Aplicações)
6837;G3S MARINGA;CTE-5282;FRETE DE COLETA;2108.0;-2108; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;5282-2/57;2026-03-28;NAO PAGO;SAGI;Saídas (Aplicações)
6838;G3S MARINGA;CTE-5283;FRETE DE COLETA;697.0;-697; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;5283-2/57;2026-03-28;NAO PAGO;SAGI;Saídas (Aplicações)
8287;G3S LONDRINA;CTE-5284;FRETE DE COLETA;289.0;-289; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;5284-2/57;2026-03-28;NAO PAGO;SAGI;Saídas (Aplicações)
8288;G3S LONDRINA;CTE-5285;FRETE DE COLETA;102.0;-102; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;5285-2/57;2026-03-28;NAO PAGO;SAGI;Saídas (Aplicações)
6698;G3S PRUDENTE;CTE-13482;FRETE DE COLETA;2310.0;-2310; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;13482-1/57;2026-03-30;NAO PAGO;SAGI;Saídas (Aplicações)
8268;G3S CAMPO GRANDE;CTE-176;TRANSPORTE DE SUCATA;12990.9;-12990.9; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;176-3/57;2026-03-30;NAO PAGO;SAGI;Saídas (Aplicações)
8269;G3S CAMPO GRANDE;CTE-177;TRANSPORTE DE SUCATA;16290.03;-16290.03; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;177-3/57;2026-03-30;NAO PAGO;SAGI;Saídas (Aplicações)
8270;G3S CAMPO GRANDE;CTE-242;TRANSPORTE DE SUCATA;9363.6;-9363.6; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;242-2/57;2026-03-30;NAO PAGO;SAGI;Saídas (Aplicações)
8271;G3S CAMPO GRANDE;CTE-245;TRANSPORTE DE SUCATA;9406.8;-9406.8; -  DOCUMENTO ELETRÔNICO REFERENCIADO;GSL LOGISTICA E TRANSPORTE LTDA;245-2/57;2026-03-30;NAO PAGO;SAGI;Saídas (Aplicações)
6839;G3S MARINGA;CTE-5286;FRETE DE COLETA;1751.0;-1751; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;5286-2/57;2026-03-30;NAO PAGO;SAGI;Saídas (Aplicações)
6840;G3S MARINGA;CTE-5287;FRETE DE COLETA;2312.0;-2312; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;5287-2/57;2026-03-30;NAO PAGO;SAGI;Saídas (Aplicações)
6841;G3S MARINGA;CTE-5288;FRETE DE COLETA;2397.0;-2397; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;5288-2/57;2026-03-30;NAO PAGO;SAGI;Saídas (Aplicações)
7185;G3S MARINGA;CTE-5289;FRETE DE COLETA;2108.0;-2108; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;5289-2/57;2026-03-30;NAO PAGO;SAGI;Saídas (Aplicações)
6842;G3S MARINGA;CTE-5290;FRETE DE COLETA;782.0;-782; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;5290-2/57;2026-03-30;NAO PAGO;SAGI;Saídas (Aplicações)
6843;G3S MARINGA;CTE-5291;FRETE DE COLETA;782.0;-782; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;5291-2/57;2026-03-30;NAO PAGO;SAGI;Saídas (Aplicações)
6844;G3S MARINGA;CTE-5292;FRETE DE COLETA;5440.0;-5440; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;5292-2/57;2026-03-30;NAO PAGO;SAGI;Saídas (Aplicações)
6845;G3S MARINGA;CTE-5293;FRETE DE COLETA;5440.0;-5440; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;5293-2/57;2026-03-30;NAO PAGO;SAGI;Saídas (Aplicações)
6846;G3S MARINGA;CTE-5294;FRETE DE COLETA;901.0;-901; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;5294-2/57;2026-03-30;NAO PAGO;SAGI;Saídas (Aplicações)
6847;G3S MARINGA;CTE-5295;FRETE DE COLETA;952.0;-952; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;5295-2/57;2026-03-30;NAO PAGO;SAGI;Saídas (Aplicações)
6848;G3S MARINGA;CTE-5296;FRETE DE COLETA;255.0;-255; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;5296-2/57;2026-03-30;NAO PAGO;SAGI;Saídas (Aplicações)
6849;G3S MARINGA;CTE-5297;FRETE DE COLETA;2873.0;-2873; -  DOCUMENTO ELETRÔNICO REFERENCIADO;G&S TRANSPORTE LOGISTICA E LOCACAO DE MAQUINAS E EQUIPAMENTO;5297-2/57;2026-03-30;NAO PAGO;SAGI;Saídas (Aplicações)
